SampleID,Year,Population,Group,Sex,Label,Latitude,Longitude,Collector,NCBI_SRA,,,,,
CPBWGS_45,2015,H53-2015,H53,Female,"Hancock, Waushara Co., Wisconsin",44.08141111,-89.5689,Crossley,SRR10388362,,,,,
CPBWGS_46,2015,H53-2015,H53,Female,"Hancock, Waushara Co., Wisconsin",44.08141111,-89.5689,Crossley,SRR10388361,,,,,
CPBWGS_47,2015,H53-2015,H53,Female,"Hancock, Waushara Co., Wisconsin",44.08141111,-89.5689,Crossley,SRR10388360,,,,,
CPBWGS_48,2015,H53-2015,H53,Male,"Hancock, Waushara Co., Wisconsin",44.08141111,-89.5689,Crossley,SRR10388359,,,,,
H66_2023A,2023,H66-2023,H53,,,44.08271,-89.55361,Schoville,,,,,,
H66_2023B,2023,H66-2023,H53,,,44.08271,-89.55361,Schoville,,,,,,
H66_2023C,2023,H66-2023,H53,,,44.08271,-89.55361,Schoville,,,,,,
H66_2023K,2023,H66-2023,H53,,,44.08271,-89.55361,Schoville,,,,,,
H66_2023E,2023,H66-2023,H53,,,44.08271,-89.55361,Schoville,,,,,,
H66_2023F,2023,H66-2023,H53,,,44.08271,-89.55361,Schoville,,,,,,
H66_2023G,2023,H66-2023,H53,,,44.08271,-89.55361,Schoville,,,,,,
H66_2023H,2023,H66-2023,H53,,,44.08271,-89.55361,Schoville,,,,,,
H66_2023I,2023,H66-2023,H53,,,44.08271,-89.55361,Schoville,,,,,,
H66_2023J,2023,H66-2023,H53,,,44.08271,-89.55361,Schoville,,,,,,
SDS23_017A,2023,H66-2023,H53,,,44.08271,-89.55361,Schoville,,,,,,
SDS23_017B,2023,H66-2023,H53,,,44.08271,-89.55361,Schoville,,,,,,
CPB2015_241A,2015,H67-2015,H67,,"Hancock, Waushara Co., Wisconsin",44.07924722,-89.548275,Crossley,,,,,,
CPB2015_241B,2015,H67-2015,H67,,"Hancock, Waushara Co., Wisconsin",44.07924722,-89.548275,Crossley,,,,,,
CPB2015_241C,2015,H67-2015,H67,,"Hancock, Waushara Co., Wisconsin",44.07924722,-89.548275,Crossley,,,,,,
CPB2015_202A,2015,Refuge-2015,H67,,,44.087325,-89.50988333,Crossley,,,,,,
CPB2015_202B,2015,Refuge-2015,H67,,,44.087325,-89.50988333,Crossley,,,,,,
CPB2015_202C,2015,Refuge-2015,H67,,,44.087325,-89.50988333,Crossley,,,,,,
CPB2015_202D,2015,Refuge-2015,H67,,,44.087325,-89.50988333,Crossley,,,,,,
CPB2015_258A,2015,Refuge-2015,H67,,,44.087325,-89.50988333,Crossley,,,,,,
CPB2015_258B,2015,Refuge-2015,H67,,,44.087325,-89.50988333,Crossley,,,,,,
CPB2015_258C,2015,Refuge-2015,H67,,,44.087325,-89.50988333,Crossley,,,,,,
CPB2015_258D,2015,Refuge-2015,H67,,,44.087325,-89.50988333,Crossley,,,,,,
CPB2015_258E,2015,Refuge-2015,H67,,,44.087325,-89.50988333,Crossley,,,,,,
CPB2015_26A,2015,Hesler-2015,Hesler,,,43.919667,-89.662781,Crossley,,,,,,
CPB2015_26B,2015,Hesler-2015,Hesler,,,43.919667,-89.662781,Crossley,,,,,,
CPB2015_26C,2015,Hesler-2015,Hesler,,,43.919667,-89.662781,Crossley,,,,,,
CPB2015_26D,2015,Hesler-2015,Hesler,,,43.919667,-89.662781,Crossley,,,,,,
CPB2015_26E,2015,Hesler-2015,Hesler,,,43.919667,-89.662781,Crossley,,,,,,
CPB2015_26F,2015,Hesler-2015,Hesler,,,43.919667,-89.662781,Crossley,,,,,,
CPB2015_26G,2015,Hesler-2015,Hesler,,,43.919667,-89.662781,Crossley,,,,,,
CPB2015_26H,2015,Hesler-2015,Hesler,,,43.919667,-89.662781,Crossley,,,,,, 
SilverValley2015_133B,2015,SilverValley-2015,Hesler,,,43.89850833,-89.69366111,Crossley,,,,,,
SilverValley2015_133A,2015,SilverValley-2015,Hesler,,,43.89850833,-89.69366111,Crossley,,,,,,
SilverValley2015_133C,2015,SilverValley-2015,Hesler,,,43.89850833,-89.69366111,Crossley,,,,,,
SilverValley2015_133D,2015,SilverValley-2015,Hesler,,,43.89850833,-89.69366111,Crossley,,,,,,
SilverValley2015_133E,2015,SilverValley-2015,Hesler,,,43.89850833,-89.69366111,Crossley,,,,,,
SilverValley2015_133F,2015,SilverValley-2015,Hesler,,,43.89850833,-89.69366111,Crossley,,,,,,
SDS23_046A,2023,Du-2023,Hesler,,,43.90818,-89.67714,Schoville,,,,,,
SDS23_046B,2023,Du-2023,Hesler,,,43.90818,-89.67714,Schoville,,,,,,
SDS23_046C,2023,Du-2023,Hesler,,,43.90818,-89.67714,Schoville,,,,,,
SDS23_046D,2023,Du-2023,Hesler,,,43.90818,-89.67714,Schoville,,,,,,
SDS23_046E,2023,Du-2023,Hesler,,,43.90818,-89.67714,Schoville,,,,,,
SDS23_046F,2023,Du-2023,Hesler,,,43.90818,-89.67714,Schoville,,,,,,
SDS23_046G,2023,Du-2023,Hesler,,,43.90818,-89.67714,Schoville,,,,,,
SDS23_046H,2023,Du-2023,Hesler,,,43.90818,-89.67714,Schoville,,,,,,
Okrrobacks_1,2019,OkrayRobacks-2019,Okray1,,,44.441325,-89.609514,"Pelissie, Magnuson",,,,,,
Okrrobacks_2,2019,OkrayRobacks-2019,Okray1,,,44.441325,-89.609514,"Pelissie, Magnuson",,,,,,
Okrrobacks_3,2019,OkrayRobacks-2019,Okray1,,,44.441325,-89.609514,"Pelissie, Magnuson",,,,,,
Okrrobacks_5,2019,OkrayRobacks-2019,Okray1,,,44.441325,-89.609514,"Pelissie, Magnuson",,,,,,
Okrrobacks_7,2019,OkrayRobacks-2019,Okray1,,,44.441325,-89.609514,"Pelissie, Magnuson",,,,,,
Okrrobacks_9,2019,OkrayRobacks-2019,Okray1,,,44.441325,-89.609514,"Pelissie, Magnuson",,,,,,
Okrrobacks_11,2019,OkrayRobacks-2019,Okray1,,,44.441325,-89.609514,"Pelissie, Magnuson",,,,,,
Okrrobacks_12,2019,OkrayRobacks-2019,Okray1,,,44.441325,-89.609514,"Pelissie, Magnuson",,,,,,
Okrgrosh_1,2019,OkrayGrosheks40-2019,Okray1,,,44.437271,-89.570611,"Pelissie, Magnuson",,,,,,
Okrgrosh_2,2019,OkrayGrosheks40-2019,Okray1,,,44.437271,-89.570611,"Pelissie, Magnuson",,,,,,
Okrgrosh_3,2019,OkrayGrosheks40-2019,Okray1,,,44.437271,-89.570611,"Pelissie, Magnuson",,,,,,
Okrgrosh_4,2019,OkrayGrosheks40-2019,Okray1,,,44.437271,-89.570611,"Pelissie, Magnuson",,,,,,
Okrgrosh_5,2019,OkrayGrosheks40-2019,Okray1,,,44.437271,-89.570611,"Pelissie, Magnuson",,,,,,
Okrgrosh_6,2019,OkrayGrosheks40-2019,Okray1,,,44.437271,-89.570611,"Pelissie, Magnuson",,,,,,
Okrgrosh_7,2019,OkrayGrosheks40-2019,Okray1,,,44.437271,-89.570611,"Pelissie, Magnuson",,,,,,
Okrgrosh_9,2019,OkrayGrosheks40-2019,Okray1,,,44.437271,-89.570611,"Pelissie, Magnuson",,,,,,
SDS23_076A,2023,OkrayGrosheks40-2023,Okray1,,,44.437271,-89.570611,Schoville,,,,,,
SDS23_076B,2023,OkrayGrosheks40-2023,Okray1,,,44.437271,-89.570611,Schoville,,,,,,
SDS23_076C,2023,OkrayGrosheks40-2023,Okray1,,,44.437271,-89.570611,Schoville,,,,,,
SDS23_076D,2023,OkrayGrosheks40-2023,Okray1,,,44.437271,-89.570611,Schoville,,,,,,
SDS23_076E,2023,OkrayGrosheks40-2023,Okray1,,,44.437271,-89.570611,Schoville,,,,,,
SDS23_076F,2023,OkrayGrosheks40-2023,Okray1,,,44.437271,-89.570611,Schoville,,,,,,
SDS23_076G,2023,OkrayGrosheks40-2023,Okray1,,,44.437271,-89.570611,Schoville,,,,,,
SDS23_076H,2023,OkrayGrosheks40-2023,Okray1,,,44.437271,-89.570611,Schoville,,,,,,
CPB2015_157A,2015,PFEast-2015,Okray1,,,44.43760278,-89.59420278,Crossley,,,,,,
CPB2015_157B,2015,PFEast-2015,Okray1,,,44.43760278,-89.59420278,Crossley,,,,,,
CPB2015_170A,2015,PFEast-2015,Okray1,,,44.43760278,-89.59420278,Crossley,,,,,,
CPB2015_170B,2015,PFEast-2015,Okray1,,,44.43760278,-89.59420278,Crossley,,,,,,
CPB2015_216A,2015,PFEast-2015,Okray1,,,44.43760278,-89.59420278,Crossley,,,,,,
CPB2015_216B,2015,PFEast-2015,Okray1,,,44.43760278,-89.59420278,Crossley,,,,,,
CPB2015_284A,2015,PFEast-2015,Okray1,,,44.43760278,-89.59420278,Crossley,,,,,,
CPB2015_284B,2015,PFEast-2015,Okray1,,,44.43760278,-89.59420278,Crossley,,,,,,
SDS23_072A,2023,LaszSE-O14-2023,Okray2,,,44.41390278,-89.62209167,Schoville,,,,,,
SDS23_072B,2023,LaszSE-O14-2023,Okray2,,,44.41390278,-89.62209167,Schoville,,,,,,
SDS23_072C,2023,LaszSE-O14-2023,Okray2,,,44.41390278,-89.62209167,Schoville,,,,,,
SDS23_072D,2023,LaszSE-O14-2023,Okray2,,,44.41390278,-89.62209167,Schoville,,,,,,
SDS23_072E,2023,LaszSE-O14-2023,Okray2,,,44.41390278,-89.62209167,Schoville,,,,,,
SDS23_072F,2023,LaszSE-O14-2023,Okray2,,,44.41390278,-89.62209167,Schoville,,,,,,
CPB2015_213A,2015,LaszSE-O14-2015,Okray2,,,44.41390278,-89.62209167,Crossley,,,,,,
CPB2015_213B,2015,LaszSE-O14-2015,Okray2,,,44.41390278,-89.62209167,Crossley,,,,,,
CPB2015_213C,2015,LaszSE-O14-2015,Okray2,,,44.41390278,-89.62209167,Crossley,,,,,,
CPB2015_213D,2015,LaszSE-O14-2015,Okray2,,,44.41390278,-89.62209167,Crossley,,,,,,
CPB2015_213E,2015,LaszSE-O14-2015,Okray2,,,44.41390278,-89.62209167,Crossley,,,,,,
CPB2015_213F,2015,LaszSE-O14-2015,Okray2,,,44.41390278,-89.62209167,Crossley,,,,,,
OkrPFWiper_1,2019,OkrayPFWiper-2019,Okray2,,,44.416229,-89.592241,"Pelissie, Magnuson",,,,,,
OkrPFWiper_2,2019,OkrayPFWiper-2019,Okray2,,,44.416229,-89.592241,"Pelissie, Magnuson",,,,,,
OkrPFWiper_3,2019,OkrayPFWiper-2019,Okray2,,,44.416229,-89.592241,"Pelissie, Magnuson",,,,,,
OkrPFWiper_4,2019,OkrayPFWiper-2019,Okray2,,,44.416229,-89.592241,"Pelissie, Magnuson",,,,,,
OkrPFWiper_5,2019,OkrayPFWiper-2019,Okray2,,,44.416229,-89.592241,"Pelissie, Magnuson",,,,,,
OkrPFWiper_6,2019,OkrayPFWiper-2019,Okray2,,,44.416229,-89.592241,"Pelissie, Magnuson",,,,,,
Paramount257_2015105A,2015,Paramount257-2015,Paramount,,,44.16775278,-89.45960833,Crossley,,,,,,
Paramount257_2015105B,2015,Paramount257-2015,Paramount,,,44.16775278,-89.45960833,Crossley,,,,,,
Paramount257_2015105C,2015,Paramount257-2015,Paramount,,,44.16775278,-89.45960833,Crossley,,,,,,
Paramount257_2015105E,2015,Paramount257-2015,Paramount,,,44.16775278,-89.45960833,Crossley,,,,,,
Paramount257_2015105G,2015,Paramount257-2015,Paramount,,,44.16775278,-89.45960833,Crossley,,,,,,
Paramount257_2015105H,2015,Paramount257-2015,Paramount,,,44.16775278,-89.45960833,Crossley,,,,,,
Paramount257_2015120B,2015,Paramount257-2015,Paramount,,,44.16775278,-89.45960833,Crossley,,,,,,
Paramount257_2015155A,2015,Paramount257-2015,Paramount,,,44.16775278,-89.45960833,Crossley,,,,,,
PRBrPats_1,2019,PloverBrikalskiPats-2019,Plover1,,,44.554466,-89.496602,"Pelissie, Magnuson",,,,,,
PRBrPats_2,2019,PloverBrikalskiPats-2019,Plover1,,,44.554466,-89.496602,"Pelissie, Magnuson",,,,,,
PRBrPats_3,2019,PloverBrikalskiPats-2019,Plover1,,,44.554466,-89.496602,"Pelissie, Magnuson",,,,,,
PRBrPats_5,2019,PloverBrikalskiPats-2019,Plover1,,,44.554466,-89.496602,"Pelissie, Magnuson",,,,,,
PRBrPats_6,2019,PloverBrikalskiPats-2019,Plover1,,,44.554466,-89.496602,"Pelissie, Magnuson",,,,,,
PRBrPats_7,2019,PloverBrikalskiPats-2019,Plover1,,,44.554466,-89.496602,"Pelissie, Magnuson",,,,,,
PRBrPats_8,2019,PloverBrikalskiPats-2019,Plover1,,,44.554466,-89.496602,"Pelissie, Magnuson",,,,,,
PRBrPats_9,2019,PloverBrikalskiPats-2019,Plover1,,,44.554466,-89.496602,"Pelissie, Magnuson",,,,,,
CPB2015_137A,2015,BrilowskiHome-2015,Plover1,,,44.55635278,-89.50217222,Crossley,,,,,,
CPB2015_137B,2015,BrilowskiHome-2015,Plover1,,,44.55635278,-89.50217222,Crossley,,,,,,
CPB2015_137C,2015,BrilowskiHome-2015,Plover1,,,44.55635278,-89.50217222,Crossley,,,,,,
CPB2015_137D,2015,BrilowskiHome-2015,Plover1,,,44.55635278,-89.50217222,Crossley,,,,,,
CPB2015_137E,2015,BrilowskiHome-2015,Plover1,,,44.55635278,-89.50217222,Crossley,,,,,,
CPB2015_137F,2015,BrilowskiHome-2015,Plover1,,,44.55635278,-89.50217222,Crossley,,,,,,
CPB2015_137G,2015,BrilowskiHome-2015,Plover1,,,44.55635278,-89.50217222,Crossley,,,,,,
CPB2015_137H,2015,BrilowskiHome-2015,Plover1,,,44.55635278,-89.50217222,Crossley,,,,,,
SDS23_095A,2023,BrikalskiPats-2023,Plover1,,,44.55635278,-89.50217222,Schoville,,,,,,
SDS23_095B,2023,BrikalskiPats-2023,Plover1,,,44.554466,-89.496602,Schoville,,,,,,
SDS23_095C,2023,BrikalskiPats-2023,Plover1,,,44.554466,-89.496602,Schoville,,,,,,
SDS23_095D,2023,BrikalskiPats-2023,Plover1,,,44.554466,-89.496602,Schoville,,,,,,
SDS23_095E,2023,BrikalskiPats-2023,Plover1,,,44.554466,-89.496602,Schoville,,,,,,
SDS23_095F,2023,BrikalskiPats-2023,Plover1,,,44.554466,-89.496602,Schoville,,,,,,
SDS23_095G,2023,BrikalskiPats-2023,Plover1,,,44.554466,-89.496602,Schoville,,,,,,
SDS23_095H,2023,BrikalskiPats-2023,Plover1,,,44.554466,-89.496602,Schoville,,,,,,
PRDaveBrSE_2,2019,PloverDaveBrSE-2019,Plover2,,,44.53635,-89.491872,"Pelissie, Magnuson",,,,,,
PRDaveBrSE_3,2019,PloverDaveBrSE-2019,Plover2,,,44.53635,-89.491872,"Pelissie, Magnuson",,,,,,
PRDaveBrSE_4,2019,PloverDaveBrSE-2019,Plover2,,,44.53635,-89.491872,"Pelissie, Magnuson",,,,,,
PRDaveBrSE_6,2019,PloverDaveBrSE-2019,Plover2,,,44.53635,-89.491872,"Pelissie, Magnuson",,,,,,
PRDaveBrSE_7,2019,PloverDaveBrSE-2019,Plover2,,,44.53635,-89.491872,"Pelissie, Magnuson",,,,,,
PRDaveBrSE_9,2019,PloverDaveBrSE-2019,Plover2,,,44.53635,-89.491872,"Pelissie, Magnuson",,,,,,
PRDaveBrSE_10,2019,PloverDaveBrSE-2019,Plover2,,,44.53635,-89.491872,"Pelissie, Magnuson",,,,,,
PRDaveBrSE_11,2019,PloverDaveBrSE-2019,Plover2,,,44.53635,-89.491872,"Pelissie, Magnuson",,,,,,
SDS23_092A,2023,DaveBrilowski-2023,Plover2,,,44.53635,-89.491872,Schoville,,,,,,
SDS23_092B,2023,DaveBrilowski-2023,Plover2,,,44.53635,-89.491872,Schoville,,,,,,
SDS23_092C,2023,DaveBrilowski-2023,Plover2,,,44.53635,-89.491872,Schoville,,,,,,
SDS23_092D,2023,DaveBrilowski-2023,Plover2,,,44.53635,-89.491872,Schoville,,,,,,
SDS23_092E,2023,DaveBrilowski-2023,Plover2,,,44.53635,-89.491872,Schoville,,,,,,
SDS23_092F,2023,DaveBrilowski-2023,Plover2,,,44.53635,-89.491872,Schoville,,,,,,
SDS23_092G,2023,DaveBrilowski-2023,Plover2,,,44.53635,-89.491872,Schoville,,,,,,
SDS23_092H,2023,DaveBrilowski-2023,Plover2,,,44.53635,-89.491872,Schoville,,,,,,
CPB2015_126A,2015,BrilowskiNE-2015,Plover2,,,44.53981944,-89.49151111,Crossley,,,,,,
CPB2015_126B,2015,BrilowskiNE-2015,Plover2,,,44.53981944,-89.49151111,Crossley,,,,,,
CPB2015_126C,2015,BrilowskiNE-2015,Plover2,,,44.53981944,-89.49151111,Crossley,,,,,,
CPB2015_126D,2015,BrilowskiNE-2015,Plover2,,,44.53981944,-89.49151111,Crossley,,,,,,
CPB2015_126E,2015,BrilowskiNE-2015,Plover2,,,44.53981944,-89.49151111,Crossley,,,,,,
CPB2015_126F,2015,BrilowskiNE-2015,Plover2,,,44.53981944,-89.49151111,Crossley,,,,,,
CPB2015_126G,2015,BrilowskiNE-2015,Plover2,,,44.53981944,-89.49151111,Crossley,,,,,,
CPB2015_126H,2015,BrilowskiNE-2015,Plover2,,,44.53981944,-89.49151111,Crossley,,,,,,
Wys1129_1,2019,Wysocki1129-2019,Wysocki1,,,44.272736,-89.711443,"Pelissie, Magnuson",,,,,,
Wys1129_2,2019,Wysocki1129-2019,Wysocki1,,,44.272736,-89.711443,"Pelissie, Magnuson",,,,,,
Wys1129_5,2019,Wysocki1129-2019,Wysocki1,,,44.272736,-89.711443,"Pelissie, Magnuson",,,,,,
Wys1129_6,2019,Wysocki1129-2019,Wysocki1,,,44.272736,-89.711443,"Pelissie, Magnuson",,,,,,
Wys1129_8,2019,Wysocki1129-2019,Wysocki1,,,44.272736,-89.711443,"Pelissie, Magnuson",,,,,,
Wys1129_9,2019,Wysocki1129-2019,Wysocki1,,,44.272736,-89.711443,"Pelissie, Magnuson",,,,,,
Wys1129_10,2019,Wysocki1129-2019,Wysocki1,,,44.272736,-89.711443,"Pelissie, Magnuson",,,,,,
Wys1129_11,2019,Wysocki1129-2019,Wysocki1,,,44.272736,-89.711443,"Pelissie, Magnuson",,,,,,
CPB2015_109A,2015,Wysocki122-2015,Wysocki1,,,44.25806944,-89.70194722,Crossley,,,,,,
CPB2015_109B,2015,Wysocki122-2015,Wysocki1,,,44.25806944,-89.70194722,Crossley,,,,,,
CPB2015_109C,2015,Wysocki122-2015,Wysocki1,,,44.25806944,-89.70194722,Crossley,,,,,,
CPB2015_109D,2015,Wysocki122-2015,Wysocki1,,,44.25806944,-89.70194722,Crossley,,,,,,
CPB2015_109E,2015,Wysocki122-2015,Wysocki1,,,44.25806944,-89.70194722,Crossley,,,,,,
CPB2015_109F,2015,Wysocki122-2015,Wysocki1,,,44.25806944,-89.70194722,Crossley,,,,,,
CPB2015_111A,2015,Wysocki122-2015,Wysocki1,,,44.25806944,-89.70194722,Crossley,,,,,,
CPB2015_111B,2015,Wysocki122-2015,Wysocki1,,,44.25806944,-89.70194722,Crossley,,,,,,
SDS23_063A,2023,Wysocki1129-2023,Wysocki1,,,44.272736,-89.711443,Schoville,,,,,,
SDS23_063B,2023,Wysocki1129-2023,Wysocki1,,,44.272736,-89.711443,Schoville,,,,,,
SDS23_063C,2023,Wysocki1129-2023,Wysocki1,,,44.272736,-89.711443,Schoville,,,,,,
SDS23_063D,2023,Wysocki1129-2023,Wysocki1,,,44.272736,-89.711443,Schoville,,,,,,
SDS23_063E,2023,Wysocki1129-2023,Wysocki1,,,44.272736,-89.711443,Schoville,,,,,,
SDS23_063F,2023,Wysocki1129-2023,Wysocki1,,,44.272736,-89.711443,Schoville,,,,,,
SDS23_063G,2023,Wysocki1129-2023,Wysocki1,,,44.272736,-89.711443,Schoville,,,,,,
SDS23_063H,2023,Wysocki1129-2023,Wysocki1,,,44.272736,-89.711443,Schoville,,,,,,
Wys438_1,2019,Wysocki438-2019,Wysocki2,,,44.266751,-89.56392,"Pelissie, Magnuson",,,,,,
Wys438_2,2019,Wysocki438-2019,Wysocki2,,,44.266751,-89.56392,"Pelissie, Magnuson",,,,,,
Wys438_3,2019,Wysocki438-2019,Wysocki2,,,44.266751,-89.56392,"Pelissie, Magnuson",,,,,,
Wys438_5,2019,Wysocki438-2019,Wysocki2,,,44.266751,-89.56392,"Pelissie, Magnuson",,,,,,
Wys438_6,2019,Wysocki438-2019,Wysocki2,,,44.266751,-89.56392,"Pelissie, Magnuson",,,,,,
Wys438_7,2019,Wysocki438-2019,Wysocki2,,,44.266751,-89.56392,"Pelissie, Magnuson",,,,,,
Wys438_10,2019,Wysocki438-2019,Wysocki2,,,44.266751,-89.56392,"Pelissie, Magnuson",,,,,,
Wys438_11,2019,Wysocki438-2019,Wysocki2,,,44.266751,-89.56392,"Pelissie, Magnuson",,,,,,
CPB2015_183,2015,Paramount528-2015,Wysocki2,,,44.29095,-89.54353889,Crossley,,,,,,
CPB2015_283A,2015,Paramount528-2015,Wysocki2,,,44.29095,-89.54353889,Crossley,,,,,,
CPB2015_283B,2015,Paramount528-2015,Wysocki2,,,44.29095,-89.54353889,Crossley,,,,,,
CPB2015_285A,2015,Paramount528-2015,Wysocki2,,,44.29095,-89.54353889,Crossley,,,,,,
CPB2015_285B,2015,Paramount528-2015,Wysocki2,,,44.29095,-89.54353889,Crossley,,,,,,
CPB2015_285C,2015,Paramount528-2015,Wysocki2,,,44.29095,-89.54353889,Crossley,,,,,,
CPB2015_201,2015,Paramount528-2015,Wysocki2,,,44.29095,-89.54353889,Crossley,,,,,,
CPB2015_193,2015,Paramount528-2015,Wysocki2,,,44.29095,-89.54353889,Crossley,,,,,,
Wedekind_3A,2023,Wedekind_3-2023,Wysocki2,,,44.27351,-89.55668,Schoville,,,,,,
Wedekind_3B,2023,Wedekind_3-2023,Wysocki2,,,44.27351,-89.55668,Schoville,,,,,,
Wedekind_3C,2023,Wedekind_3-2023,Wysocki2,,,44.27351,-89.55668,Schoville,,,,,,
Wedekind_3D,2023,Wedekind_3-2023,Wysocki2,,,44.27351,-89.55668,Schoville,,,,,,
Wedekind_3E,2023,Wedekind_3-2023,Wysocki2,,,44.27351,-89.55668,Schoville,,,,,,
Wedekind_3F,2023,Wedekind_3-2023,Wysocki2,,,44.27351,-89.55668,Schoville,,,,,,
Wedekind_3G,2023,Wedekind_3-2023,Wysocki2,,,44.27351,-89.55668,Schoville,,,,,,
Wedekind_3H,2023,Wedekind_3-2023,Wysocki2,,,44.27351,-89.55668,Schoville,,,,,,
Wys563_21,2019,Wysocki563-2019,Wysocki3,,,44.320808,-89.506422,"Pelissie, Magnuson",,,,,,
Wys563_22,2019,Wysocki563-2019,Wysocki3,,,44.320808,-89.506422,"Pelissie, Magnuson",,,,,,
Wys563_23,2019,Wysocki563-2019,Wysocki3,,,44.320808,-89.506422,"Pelissie, Magnuson",,,,,,
Wys563_34,2019,Wysocki563-2019,Wysocki3,,,44.320808,-89.506422,"Pelissie, Magnuson",,,,,,
Wys563_26,2019,Wysocki563-2019,Wysocki3,,,44.320808,-89.506422,"Pelissie, Magnuson",,,,,,
Wys563_28,2019,Wysocki563-2019,Wysocki3,,,44.320808,-89.506422,"Pelissie, Magnuson",,,,,,
Wys563_29,2019,Wysocki563-2019,Wysocki3,,,44.320808,-89.506422,"Pelissie, Magnuson",,,,,,
Wys563_311,2019,Wysocki563-2019,Wysocki3,,,44.320808,-89.506422,"Pelissie, Magnuson",,,,,,
Wys570_2,2019,Wysocki570-2019,Wysocki3,,,44.328258,-89.513657,"Pelissie, Magnuson",,,,,,
Wys570_3,2019,Wysocki570-2019,Wysocki3,,,44.328258,-89.513657,"Pelissie, Magnuson",,,,,,
Wys570_4,2019,Wysocki570-2019,Wysocki3,,,44.328258,-89.513657,"Pelissie, Magnuson",,,,,,
Wys570_5,2019,Wysocki570-2019,Wysocki3,,,44.328258,-89.513657,"Pelissie, Magnuson",,,,,,
Wys570_6,2019,Wysocki570-2019,Wysocki3,,,44.328258,-89.513657,"Pelissie, Magnuson",,,,,,
Wys570_8,2019,Wysocki570-2019,Wysocki3,,,44.328258,-89.513657,"Pelissie, Magnuson",,,,,,
Wys570_10,2019,Wysocki570-2019,Wysocki3,,,44.328258,-89.513657,"Pelissie, Magnuson",,,,,,
Wys570_11,2019,Wysocki570-2019,Wysocki3,,,44.328258,-89.513657,"Pelissie, Magnuson",,,,,,
CPB2015_121A,2015,Paramount652-2015,Wysocki3,,,44.34494722,-89.51632778,Crossley,,,,,,
CPB2015_121B,2015,Paramount652-2015,Wysocki3,,,44.34494722,-89.51632778,Crossley,,,,,,
CPB2015_121C,2015,Paramount652-2015,Wysocki3,,,44.34494722,-89.51632778,Crossley,,,,,,
CPB2015_121D,2015,Paramount652-2015,Wysocki3,,,44.34494722,-89.51632778,Crossley,,,,,,
CPB2015_121E,2015,Paramount652-2015,Wysocki3,,,44.34494722,-89.51632778,Crossley,,,,,,
CPB2015_121F,2015,Paramount652-2015,Wysocki3,,,44.34494722,-89.51632778,Crossley,,,,,,
CPB2015_121G,2015,Paramount652-2015,Wysocki3,,,44.34494722,-89.51632778,Crossley,,,,,,
CPB2015_121H,2015,Paramount652-2015,Wysocki3,,,44.34494722,-89.51632778,Crossley,,,,,,
SDS23_088A,2023,Airport04-2023,Wysocki3,,,44.33763,-89.5087,Schoville,,,,,,
SDS23_088B,2023,Airport04-2023,Wysocki3,,,44.33763,-89.5087,Schoville,,,,,,
SDS23_088C,2023,Airport04-2023,Wysocki3,,,44.33763,-89.5087,Schoville,,,,,,
SDS23_088D,2023,Airport04-2023,Wysocki3,,,44.33763,-89.5087,Schoville,,,,,,
SDS23_088E,2023,Airport04-2023,Wysocki3,,,44.33763,-89.5087,Schoville,,,,,,
SDS23_088F,2023,Airport04-2023,Wysocki3,,,44.33763,-89.5087,Schoville,,,,,,
SDS23_088G,2023,Airport04-2023,Wysocki3,,,44.33763,-89.5087,Schoville,,,,,,
SDS23_088H,2023,Airport04-2023,Wysocki3,,,44.33763,-89.5087,Schoville,,,,,,
